,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
10371,O=C(Cc1ccccc1)NCCC(=O)Oc1cccc(Cl)c1Cl,*CC(=O)NCCC(=O)Oc1cccc(Cl)c1Cl *c1ccccc1,2,17,0,1,3,2,16,8,0,0,0,0,2,3.6478,89.86970000000002,0.621029149476,1.8824697138022355,55.400000000000006,-5.4,14
10370,COc1cccc(C(=O)Oc2ccc(SC)cc2)c1OC,*c1cccc(OC)c1OC *C(=O)Oc1ccc(SC)cc1,2,16,0,0,4,1,15,7,0,0,0,0,2,3.6449,82.72750000000005,0.466565638835,1.885555745595143,44.760000000000005,-6.0,14
10369,O=C(Nc1ccccc1Br)c1cc(=O)c2ccccc2o1,*C(=O)c1cc(=O)c2ccccc2o1 *Nc1ccccc1Br,2,16,0,1,3,1,14,9,0,0,0,0,3,3.8078,84.57920000000001,0.745621800775,1.8833120819706315,59.31,-6.4,14
10368,CC(C)c1ccccc1NC(=O)Cn1cnc2ccccc21,*C(C)C *C(=O)Nc1ccccc1* *Cn1cnc2ccccc21,3,18,0,3,1,0,16,8,0,0,0,1,2,3.7984,88.89370000000005,0.7709348879889999,1.887096983560383,46.92,-6.3,14
10367,CN(Cc1ccccc1)C(=O)Nc1ccc(N2CCCC2)c(F)c1,*N(C)C(=O)Nc1ccc(N2CCCC2)c(F)c1 *Cc1ccccc1,2,19,1,3,1,0,19,7,0,0,0,1,2,4.0898,94.77470000000004,0.883646499939,1.8600649110134315,35.580000000000005,-6.2,14
10373,O=C(CCCc1ccccn1)Nc1ccc(Oc2ccccc2Cl)cc1,*CCCC(=O)Nc1ccc(Oc2ccccc2Cl)cc1 *c1ccccn1,2,21,0,2,2,1,18,10,0,0,0,0,3,5.4887,103.7727,0.583902073826,1.8389932546458485,51.22,-6.3,14
10418,O=C(Cc1csc(NC(=O)c2ccsc2)n1)Nc1ccc(Cl)cc1,*CC(=O)Nc1ccc(Cl)cc1 *C(=O)Nc1nc(*)cs1 *c1ccsc1,3,16,0,3,2,3,17,9,0,0,0,2,1,4.2915,98.1719,0.667612590817,2.0734421685385134,71.09,-7.0,14
10385,O=C(COc1c(Cl)cc(Cl)cc1Br)NNC(=O)c1ccc([N+](=O)[O-])cc1,*CC(=O)NNC(=O)c1ccc([N+](=O)[O-])cc1 *Oc1c(Cl)cc(Cl)cc1Br,2,15,0,3,5,3,18,9,0,0,0,0,2,3.5041,98.3623,0.509577051038,2.1558513746207577,110.57000000000002,-7.0,14
10420,Cc1cc(C)c(NC(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)c(C)c1,*c1c(C)cc(C)cc1C *Cn1nc(C(=O)N*)c2ccccc2c1=O *c1ccccc1,3,25,0,3,2,0,21,12,0,0,0,0,4,4.62236,120.15320000000004,0.522192115901,2.0348141232359267,63.99,-7.0,14
10470,CC(N)c1cn(C)c2c(=O)n(Cc3ccccc3)c(=O)[nH]c12,*NCC *c1cn(C)c2c(=O)n(Cc3ccccc3)c(=O)[nH]c12,2,16,0,4,2,0,17,7,0,0,0,1,2,1.0962999999999996,85.94610000000003,0.7588611604522707,2.881848622305359,85.81,-6.7,14
10469,CC(N)C(=O)NNc1ncnc(N2CCN(c3cccc(Cl)c3)CC2)c1[N+](=O)[O-],*NCC *C(=O)NNc1ncnc(N2CCN(c3cccc(Cl)c3)CC2)c1[N+](=O)[O-],2,17,0,8,3,1,23,8,0,0,0,0,3,1.1550999999999998,109.97920000000003,0.46277792841195026,2.957797052269644,142.55,-6.9,14
10468,CC(N)C(=O)Nc1cc(C(C)C)nn1-c1ncccn1,*NCC *C(=O)Nc1cc(C(C)C)nn1-c1ncccn1,2,13,0,6,1,0,15,6,0,0,0,1,1,1.0713999999999988,75.52210000000002,0.8685492332206487,2.9709903348422646,98.72,-6.9,14
10467,Cn1ncnc1CCNC(=O)CCC1Cc2ccccc2NC1=O,*c1ncnn1C *CCNC(=O)CCC1Cc2ccccc2NC1=O,2,17,0,5,2,0,19,7,0,0,0,1,2,1.065,89.21640000000005,0.841495490976,2.9847191525013503,88.91,-6.9,14
10466,CC(N)CCC(=O)Oc1ccc(NC(=O)c2ccccc2)cc1,*NCC *CCC(=O)Oc1ccc(NC(=O)c2ccccc2)cc1,2,18,0,2,3,0,16,8,0,0,0,0,2,2.971700000000001,89.35560000000004,0.6344538907051168,2.188732784721596,81.42000000000002,-6.6,14
10465,CNC(=O)c1cc(NC(=O)c2cc(F)c(F)c(F)c2F)ccc1F,*C(=O)NC *c1cc(NC(=O)c2cc(F)c(F)c(F)c2F)ccc1F,2,15,5,2,2,0,17,8,0,0,0,0,2,2.994,74.0174,0.505701073736,2.178583044374633,58.2,-6.7,14
10471,CC(N)c1cccc(S(=O)(=O)N2CCCC(CC(N)=O)C2)c1,*NCC *c1cccc(S(=O)(=O)N2CCCC(CC(N)=O)C2)c1,2,15,0,3,3,1,17,6,0,0,0,0,2,0.9823999999999998,84.33860000000003,0.8412584583648989,2.930468940644751,106.49000000000001,-6.8,14
10464,O=C(CSc1ccc(F)cc1)Nc1nnc(-c2ccccn2)o1,*CC(=O)Nc1nnc(-c2ccccn2)o1 *Sc1ccc(F)cc1,2,15,1,4,2,1,16,9,0,0,0,1,2,3.0015,83.2827,0.7168624883,2.19154092107946,80.91000000000001,-6.8,14
10462,NC(=O)c1nn(CC(=O)Nc2cc(Cl)ccc2N2CCCCC2)c(=O)c2ccccc12,*C(N)=O *C(=O)Cn1nc(*)c2ccccc2c1=O *Nc1cc(Cl)ccc1N1CCCCC1,3,22,0,5,3,1,24,10,0,0,0,0,4,2.7778,120.66660000000005,0.6309669038600001,2.2231923399660354,110.32,-6.7,14
10461,Cc1ccccc1Cn1nnc(-c2ccsc2)n1,*c1ccccc1C *Cn1nnc(-c2ccsc2)n1,2,13,0,4,0,1,13,7,0,0,0,2,1,2.75832,71.41100000000002,0.7194314905529999,2.2392322619861087,43.6,-6.5,14
10460,Nc1c(-c2ccccn2)nsc1C(=O)NCCc1ccccc1,*c1nsc(C(=O)NCCc2ccccc2)c1N *c1ccccn1,2,17,0,4,1,1,16,9,0,0,0,1,2,2.7598,92.2366,0.7518027228219999,2.2232258808957632,80.9,-6.5,14
10459,CCC(C)NC(=O)C1CCN(C(=O)c2ccccc2C)CC1,*CCCC *NC(=O)C1CCN(C(=O)c2ccccc2C)CC1,2,18,0,2,2,0,18,5,0,0,0,0,2,2.7619200000000017,87.70220000000005,0.9294889622649714,2.232325545382283,49.410000000000004,-6.6,14
10458,CCNC(=O)c1cccc(NC(=O)CSc2nnc(C3CC3)s2)c1,*NCC *C(=O)c1cccc(NC(=O)CSc2nnc(C3CC3)s2)c1,2,16,0,4,2,2,19,7,0,1,0,1,1,2.8960000000000004,95.68690000000002,0.7340075381029999,2.1897748854379824,83.98,-6.5,14
10457,CC(N)CC(=O)Nc1cccc(OCc2ccc(F)cc2)c1,*NCC *CC(=O)Nc1cccc(OCc2ccc(F)cc2)c1,2,17,1,2,2,0,16,7,0,0,0,0,2,3.0805000000000016,84.07010000000004,0.8615970378706826,2.207460423143335,64.35000000000001,-6.9,14
10463,CC(N)C(=O)COc1ccc(Oc2ccccc2)cc1,*NCC *C(=O)COc1ccc(Oc2ccccc2)cc1,2,16,0,1,3,0,14,7,0,0,0,0,2,2.774000000000001,77.10940000000005,0.8771859620860475,2.264512793436303,61.55000000000001,-6.7,14
10456,O=C(Nc1ccc(Cl)nn1)c1coc(-c2ccccc2)n1,*C(=O)c1coc(-c2ccccc2)n1 *Nc1ccc(Cl)nn1,2,14,0,4,2,1,14,9,0,0,0,1,2,3.0373,76.9342,0.794788133149,2.2079883871408708,80.91000000000001,-6.9,14
10472,CCC(C)CNC(=O)C1CCN(S(=O)(=O)c2cn(C)cn2)CC1,*CCCC *CNC(=O)C1CCN(S(=O)(=O)c2cn(C)cn2)CC1,2,15,0,4,3,1,19,5,0,0,0,1,1,0.9830999999999996,87.15550000000005,0.8351938624721427,2.907532953783303,84.3,-6.8,14
10474,CCC(C)C(=O)N(NC(=O)C(C)N)C1CC(=O)N(c2cccc(OC)c2)C1=O,*NCC *C(=O)NN(C(=O)C(C)CC)C1CC(=O)N(c2cccc(OC)c2)C1=O,2,19,0,4,5,0,22,7,0,0,0,1,1,0.5802000000000023,101.98510000000005,0.541192937614851,3.5644776865013803,122.03999999999999,-6.9,14
10488,CCN(C(=O)C(C)n1nnc(-c2ccccc2)n1)C1CCS(=O)(=O)C1,*N(CC)C1CCS(=O)(=O)C1 *C(=O)C(C)n1nnc(-c2ccccc2)n1,2,16,0,5,3,1,19,8,0,0,0,2,1,0.9367,92.40980000000005,0.795489916362,3.265319347107164,98.05,-7.0,14
10419,O=C(Nc1ncc(Cc2ccc(Cl)cc2)s1)c1ccccc1[N+](=O)[O-],*C(=O)c1ccccc1[N+](=O)[O-] *Nc1ncc(Cc2ccc(Cl)cc2)s1,2,17,0,3,3,2,17,10,0,0,0,1,2,4.5478,97.42160000000004,0.501794594338,2.0657877475525908,85.13,-7.0,14
10486,CC(=NNc1nnc(C(C)N)n1N)c1ccccc1,*NCC *c1nnc(NN=C(C)c2ccccc2)n1N,2,12,0,7,0,0,14,6,0,0,0,1,1,0.8477000000000003,75.05050000000001,0.4283843294615269,3.0220919273611475,107.14,-6.8,14
10485,COc1cc(C2NC(=O)NC3=C2C(=O)OC3)cc(OC)c1OC,*c1cc(OC)c(OC)c(OC)c1 *C1NC(=O)NC2=C1C(=O)OC2,2,15,0,2,6,0,19,6,0,0,0,1,2,0.8772,78.49140000000003,0.812026449928,2.9973428438931915,95.12000000000002,-6.8,14
10484,CC(N)C(c1nnnn1Cc1ccc(F)cc1)N1CCOCC1,*NCC *C(c1nnnn1Cc1ccc(F)cc1)N1CCOCC1,2,15,1,6,1,0,20,5,0,0,0,1,2,0.581,82.10140000000003,0.8677407972307586,3.1094048669213388,82.09,-6.7,14
10483,CC(N)n1cnc2c(nnn2-c2ccc(F)cc2)c1=O,*NCC *n1cnc2c(nnn2-c2ccc(F)cc2)c1=O,2,12,1,6,1,0,15,7,0,0,0,1,2,0.5934999999999997,69.77640000000001,0.738203445093267,3.0154856245525545,91.62,-6.7,14
10473,CC(N)c1ccc(C(=O)NCc2cccc(F)c2)c(N2CC[NH+](C)CC2)n1,*NCC *c1ccc(C(=O)NCc2cccc(F)c2)c(N2CC[NH+](C)CC2)n1,2,20,1,5,1,0,22,7,0,0,0,0,3,0.5051000000000012,103.24330000000005,0.7147683859701349,3.716271340449687,75.69,-6.9,14
10482,CCC(C)C(=O)NNC(=O)Nc1cn[nH]c1,*CCCC *C(=O)NNC(=O)Nc1cn[nH]c1,2,9,0,5,2,0,12,4,0,0,0,1,0,0.6084999999999998,58.33980000000001,0.5669459321843033,3.0126602875264323,98.91,-6.7,14
10480,CCC(C)CCNNC(=O)C(=O)Nc1ccccc1CC(N)=O,*CCCC *CCN* *NC(=O)C(=O)Nc1ccccc1CC(N)=O,3,16,0,4,3,0,17,6,0,0,0,0,1,0.7099,88.18750000000003,0.32078276576438136,2.916469217519566,113.32,-6.7,14
10479,Cc1nc(CNC(=O)C(C)N)nc2c1CCCC2,*NCC *C(=O)NCc1nc(C)c2c(n1)CCCC2,2,13,0,4,1,0,15,4,0,0,0,0,2,0.6272199999999992,68.90710000000003,0.8216842440076053,2.91677634306512,80.9,-6.7,14
10478,CC(N)N1CCc2[nH]nc(C(=O)NCc3ccc4c(c3)OCO4)c2C1,*NCC *N1CCc2[nH]nc(C(=O)NCc3ccc4c(c3)OCO4)c2C1,2,17,0,5,3,0,22,6,0,0,0,2,2,0.7311999999999994,90.08630000000004,0.7557902250898654,3.123523537865232,105.5,-6.8,14
10477,CC(N)NC(=O)CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3,*NCC *NC(=O)CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3,2,14,0,4,4,1,19,6,0,0,0,1,2,0.5987899999999997,85.92480000000002,0.556774245647327,3.131808468893192,111.37,-6.8,14
10476,CC(N)C(C)C(=O)Nc1cccc2c1C(=O)NC2=O,*NCC *C(C)C(=O)Nc1cccc2c1C(=O)NC2=O,2,13,0,3,3,0,14,6,0,0,0,1,1,0.49199999999999944,69.68180000000001,0.6891150485077293,3.20124126906396,101.28999999999999,-6.8,14
10475,CC[NH2+]c1cccc(-n2ccn(CC(=O)Nc3ccc4c(c3)OCO4)c(=O)c2=O)c1,*c1ccc(-n2ccn(CC(=O)Nc3ccc4c(c3)OCO4)c(=O)c2=O)cc1 *[NH2+]CC,2,21,0,4,5,0,23,10,0,0,0,1,3,0.5813999999999995,109.62010000000005,0.45746254750971044,3.1394200076934684,108.16999999999999,-6.8,14
10481,CC(N)c1nnn(Cc2ccccc2F)n1,*NCC *c1nnn(Cc2ccccc2F)n1,2,10,1,5,0,0,12,5,0,0,0,1,1,0.8801999999999998,55.92140000000001,0.8348519725201049,2.899845392421536,69.62,-6.7,14
10455,Cc1cccc(N2CCN(C(=O)c3ccc(-n4ccc(C)n4)nc3)CC2)c1,*c1cccc(C)c1 *c1ccc(C(=O)N2CCN(*)CC2)cn1 *n1ccc(C)n1,3,21,0,5,1,0,21,9,0,0,0,1,3,2.84654,105.39150000000004,0.7146548179350001,2.211947263613169,54.260000000000005,-6.9,14
10487,CCC(C)NC(=O)C1CC(=O)N=C(N2CCN(Cc3ccccc3)CC2)N1,*CCCC *NC(=O)C1CC(=O)N=C(N2CCN(Cc3ccccc3)CC2)N1,2,20,0,5,2,0,23,6,0,0,0,0,3,0.9634000000000016,105.17040000000006,0.8063765135156428,3.1945545922490632,77.04,-7.0,14
10453,O=C(Cc1ccc(OC2CCCC2)cc1)N1CCN(c2cccc3cnccc23)CC1,*CC(=O)N1CCN(c2cccc3cnccc23)CC1 *c1ccc(OC2CCCC2)cc1,2,26,0,3,2,0,26,9,0,0,0,1,4,4.4475,123.56600000000006,0.5911104680170001,2.237981797247881,45.67,-7.3,14
10434,CN(Cc1cnn(Cc2ccccc2)c1)C(=O)c1ccccc1F,*N(C)C(=O)c1ccccc1F *Cc1cnn(Cc2ccccc2)c1,2,19,1,3,1,0,17,9,0,0,0,1,2,3.3427,89.96850000000005,0.7087843242899999,1.9402441752274768,38.13,-6.1,14
10433,CCCC(=O)Nc1cccc(NC(=O)c2ccccc2S(C)(=O)=O)c1C,*C(=O)CCC *Nc1cccc(*)c1C *NC(=O)c1ccccc1S(C)(=O)=O,3,19,0,2,4,1,17,10,0,0,0,0,2,3.38942,102.22170000000004,0.794617703011,1.9445688177410183,92.34,-6.2,14
10432,CCOC(=O)c1c(C)c(C)cc(C)c1C,*OCC *C(=O)c1c(C)c(C)cc(C)c1C,2,13,0,0,2,0,11,4,0,0,0,0,1,3.09698,61.346500000000034,0.686228095312,1.948631343655988,26.3,-5.8,14
10431,COc1cc(C=C(C)N)ccc1OC(=O)c1ccccc1,*NCC *=Cc1ccc(OC(=O)c2ccccc2)c(OC)c1,2,17,0,1,3,0,14,8,0,0,0,0,2,3.233900000000001,82.23290000000003,0.6909315011610961,1.977409722127085,61.550000000000004,-6.4,14
10430,CN(C)C(=O)CCCC(=O)Nc1ccccc1OC1CCCC1,*N(C)C *C(=O)CCCC(=O)Nc1ccccc1OC1CCCC1,2,18,0,2,3,0,19,5,0,0,0,1,1,3.205,90.50070000000008,0.826995056453,2.033748530370284,58.64,-6.4,14
10429,Cc1ccc(OC(=O)C2CCN(C(=O)C(C)(C)C)CC2)cc1,*c1ccc(C)cc1 *OC(=O)C1CCN(C(=O)C(C)(C)C)CC1,2,18,0,1,3,0,18,5,0,0,0,0,2,3.18512,85.57300000000005,0.613418587061,1.983764126417528,46.61,-6.2,14
10435,N#Cc1ccc(NC(=O)c2ccc(Br)o2)cc1,*c1ccc(C#N)cc1 *NC(=O)c1ccc(Br)o1,2,12,0,2,2,1,11,6,1,0,0,1,1,3.16608,65.51820000000001,0.910707958071,1.9268136972251728,66.03,0.0,14
10428,CC(N)c1ccc(CCc2ccccc2)cc1,*NCC *c1ccc(CCc2ccccc2)cc1,2,16,0,1,0,0,12,6,0,0,0,0,2,3.491500000000003,72.89440000000003,0.8465227537690235,1.9668534832151732,26.02,-6.3,14
10426,O=C(CCc1ccccc1)NCc1cc(Cl)c2c(c1)OCCO2,*CCC(=O)NCc1cc(Cl)c2c(c1)OCCO2 *c1ccccc1,2,18,0,1,3,1,18,7,0,0,0,0,3,3.3602,89.05170000000005,0.8962866456980001,1.9699755938693555,47.56,-6.4,14
10425,Cc1ccc(OCC(=O)N2CCN(c3cccc(Cl)c3)CC2)c(Br)c1,*c1ccc(C)cc1Br *OCC(=O)N1CCN(c2cccc(Cl)c2)CC1,2,19,0,2,2,2,20,7,0,0,0,0,3,4.13852,104.61900000000006,0.712450432712,1.9302222004236624,32.78,-6.6,14
10424,COC(=O)c1c(-c2ccccc2)csc1NC(=O)Cc1ccc(F)cc1,*C(=O)OC *c1c(-c2ccccc2)csc1NC(=O)Cc1ccc(F)cc1,2,20,1,1,3,1,18,10,0,0,0,1,2,4.522,99.82820000000002,0.643381390774,1.92222346035763,55.4,-6.6,14
10423,Cc1cc(C)c(NC(=O)CNc2ccc(NC(=O)CC(C)C)cc2)c(C)c1,*c1c(C)cc(C)cc1C *NC(=O)CNc1ccc(NC(=O)CC(C)C)cc1,2,22,0,3,2,0,20,8,0,0,0,0,2,4.64706,112.29910000000004,0.637598479702,1.9901766894887487,70.23,-6.8,14
10422,Cc1cc(C)c(NC(=O)Cc2ccc(S(=O)(=O)N3CCCCC3)cc2)c(C)c1,*c1c(C)cc(C)cc1C *NC(=O)Cc1ccc(S(=O)(=O)N2CCCCC2)cc1,2,22,0,2,3,1,21,9,0,0,0,0,3,3.96766,112.03850000000004,0.797327784521,1.986320562414141,66.48,-6.7,14
10454,O=C(CSc1ccc(-c2ccco2)nn1)N1CCCCC1,*CC(=O)N1CCCCC1 *Sc1ccc(-c2ccco2)nn1,2,15,0,3,2,1,17,6,0,0,0,1,2,2.8412,80.88900000000004,0.80711408317,2.2774738933850243,59.23,-6.8,14
10427,COc1ccc(NC(=O)C(=O)NCCc2ccc(C)cc2C)c(Cl)c1,*c1ccc(OC)cc1Cl *CNC(=O)C(=O)N* *Cc1ccc(C)cc1C,3,19,0,2,3,1,18,8,0,0,0,0,2,3.26284,99.26340000000002,0.7908415462649999,1.9737228080829985,67.42999999999999,-6.3,14
10436,CC(C)CCOc1cccc(NC(=O)c2cnccn2)c1,*CCC(C)C *Oc1cccc(*)c1 *NC(=O)c1cnccn1,3,16,0,3,2,0,15,7,0,0,0,0,2,3.1538,81.37720000000004,0.872903454322,1.9501174665860168,64.11,-6.0,14
10421,Cc1cc(OCC(=O)Nc2ccc(S(=O)(=O)N3CCCCCC3)cc2)ccc1Br,*c1ccc(Br)c(C)c1 *NC(=O)CO* *c1ccc(S(=O)(=O)N2CCCCCC2)cc1,3,21,0,2,4,2,22,9,0,0,0,0,2,4.33972,116.67250000000004,0.63848657755,1.9907228952548088,75.71,-6.8,14
10452,CC(=O)Nc1ccc(Br)cc1NC(=O)Cc1csc(COc2ccc(C)cc2)n1,*C(C)=O *Nc1ccc(Br)cc1NC(=O)Cc1csc(COc2ccc(C)cc2)n1,2,21,0,3,3,2,21,10,0,0,0,1,2,4.93262,118.4044,0.487239396776,2.2094414693636253,80.32000000000001,-7.3,14
10437,CCCNC(=S)Nc1cccc2c(O)cccc12,*CCC *NC(=S)Nc1cccc2c(O)cccc12,2,14,0,2,1,1,13,6,0,0,0,0,2,3.2418,80.12720000000003,0.729497717334,1.93277379703264,44.29,-6.0,14
10451,C=CCN1C(=O)c2ccc(C(=O)OCc3cccc(C(F)(F)F)c3)cc2C1=O,*CC=C *OC(=O)c1ccc2c(c1)C(=O)N(*)C2=O *Cc1cccc(C(F)(F)F)c1,3,20,3,1,4,0,20,10,0,0,0,1,2,3.8444,92.56950000000003,0.428878968824,2.2342962559513744,63.68,-7.2,14
10450,Nc1c(Oc2ccc(Br)cc2)ncnc1Oc1cccnc1,*c1ncnc(Oc2cccnc2)c1N *Oc1ccc(Br)cc1,2,15,0,4,2,1,15,9,0,0,0,0,3,3.8009,84.9714,0.739769236673,2.2710442706482947,83.15,-7.2,14
10449,O=C(COC(=O)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1)c1ccc2c(c1)-c1ccccc1C2,*CC(=O)c1ccc2c(c1)-c1ccccc1C2 *OC(=O)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,2,26,1,1,6,1,26,13,0,0,0,1,4,3.4575,125.2748,0.294274991718,2.4145511397124046,89.98,-7.3,14
10448,CN(Cc1cnn(C)c1)C(=O)Cn1c(C2CCCCC2)nc2ccccc21,*N(C)C(=O)Cn1c(C2CCCCC2)nc2ccccc21 *Cc1cnn(C)c1,2,21,0,5,1,0,23,7,0,0,0,2,2,3.4761,105.24100000000004,0.680317572647,2.377795784323228,55.95,-7.3,14
10446,CN(Cc1nc2ccccc2n1CC(=O)N(C)c1ccccc1)C(=O)c1ccco1,*N(C)C(=O)c1ccco1 *Cc1nc2ccccc2n1CC(=O)N(C)c1ccccc1,2,23,0,4,3,0,22,11,0,0,0,2,2,3.5645,114.09050000000003,0.482411895834,2.3288065908777256,71.58000000000001,-7.3,14
10445,CCc1ccc(C(=O)Nc2cc(-c3nn4cnnc4s3)ccc2OC)cc1,*c1ccc(CC)cc1 *C(=O)Nc1cc(-c2nn3cnnc3s2)ccc1OC,2,19,0,5,2,1,20,10,0,0,0,2,2,3.6761,104.4202,0.556522873987,2.3034454884652416,81.41000000000001,-7.3,14
10447,O=C1NC(=O)C(=Cc2c(OCc3ccc([N+](=O)[O-])cc3)ccc3ccccc23)N1,*=C1NC(=O)NC1=O *c1ccc(COc2ccc3ccccc3c2C=*)cc1 *[N+](=O)[O-],3,21,0,3,5,0,20,12,0,0,0,1,3,3.5073,106.0278,0.293445817361,2.3676417519197432,110.57,-7.3,14
10443,Cc1ccc(F)c(NC(=O)C(Cc2ccccc2)NC(=O)c2ccccc2)c1,*c1cc(C)ccc1F *NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,2,23,1,2,2,0,19,11,0,0,0,0,3,4.113919999999999,107.6089,0.654366450699,2.1599581155820218,58.2,-7.2,14
10442,COc1ccccc1-c1cc(C(=O)Nc2cc(C)nn2-c2ccccc2)no1,*c1ccccc1OC *c1cc(C(=O)Nc2cc(C)nn2-c2ccccc2)no1,2,21,0,4,3,0,20,11,0,0,0,2,2,4.09662,104.7452,0.547431388865,2.164911818166935,82.17999999999999,-7.2,14
10441,Cc1ccc(C)c(C(=O)Nc2cnn(CC3CC3)c2)c1,*c1cc(C)ccc1C *C(=O)Nc1cnn(CC2CC2)c1,2,16,0,3,1,0,16,6,0,1,0,1,1,3.16224,78.82020000000003,0.913385551047,2.0601929931936347,46.92,-6.3,14
10440,N#Cc1ccc(C(=O)NCCOc2cccc(C(F)(F)F)c2)cc1,*c1ccc(C#N)cc1 *C(=O)NCCOc1cccc(C(F)(F)F)c1,2,17,3,2,2,0,17,7,1,0,0,0,2,3.38588,80.42920000000002,0.83612270678,1.9196683952644151,62.120000000000005,0.0,14
10439,COc1ccccc1C(=O)Nc1cc(C)c(Br)cn1,*c1ccccc1OC *C(=O)Nc1cc(C)c(Br)cn1,2,14,0,2,2,1,13,7,0,0,0,0,2,3.41342,77.62120000000002,0.923289651491,1.9147212221892485,51.22,-5.8,14
10438,O=C(Nc1cnc(N2CCCCC2)nc1)c1ccccc1Cl,*C(=O)c1ccccc1Cl *Nc1cnc(N2CCCCC2)nc1,2,16,0,4,1,1,17,7,0,0,0,0,3,3.3726,87.50120000000004,0.924755041727,1.9372913860329088,58.120000000000005,-6.1,14
10444,CC(C)(C)C(=O)CNC(=O)c1cc(-c2cccc(Br)c2)nc2ccccc12,*CC(=O)C(C)(C)C *NC(=O)c1cc(-c2cccc(Br)c2)nc2ccccc12,2,22,0,2,2,1,19,10,0,0,0,0,3,5.0093,111.67420000000004,0.612957376853,2.137815807991867,59.06,-7.2,14
11967,CCC(C)CCNC1N=C(C2=C([O-])c3ccccc3C2=O)C2C(=O)N(c3ccccc3)C(=O)C12,*CCCC *CCN* *C1N=C(C2=C([O-])c3ccccc3C2=O)C2C(=O)N(c3ccccc3)C(=O)C12,3,27,0,3,4,0,27,11,0,0,0,3,2,2.566600000000001,126.90520000000004,0.6454957213138023,4.293659752272888,101.9,-7.7,15
11971,CCC(C)CCNC(=O)N1CCC(c2nc(=O)c3nnn(Cc4ccccc4)c3[nH]2)CC1,*CCCC *CCN* *C(=O)N1CCC(c2nc(=O)c3nnn(Cc4ccccc4)c3[nH]2)CC1,3,23,0,7,2,0,27,8,0,0,0,1,3,2.8881000000000006,122.50640000000001,0.590748640198979,3.232656452111282,108.79999999999998,-7.7,15
11970,CC(N)C(=O)C(=NNc1ccc(Cl)cc1)C(=O)c1nn2c(nc(=O)c3ccccc32)s1,*NCC *C(=O)C(=NNc1ccc(Cl)cc1)C(=O)c1nn2c(nc(=O)c3ccccc32)s1,2,20,0,6,3,2,22,12,0,0,0,1,3,2.5247,120.13660000000002,0.197823508219479,3.4177038567498723,131.81,-7.6,15
11969,Cc1ccccc1N1CC(C(=O)N2CCC3(CC2)NC(=O)c2ccccc2N3)CC1=O,*c1ccccc1C *N1CC(C(=O)N2CCC3(CC2)NC(=O)c2ccccc2N3)CC1=O,2,24,0,4,3,0,26,9,0,0,0,1,4,2.52212,117.71490000000004,0.7841902571799999,3.4467475291057657,81.75,-7.6,15
11968,Cc1ncc(NCCC(C)N)c(C2CCCN(C(=O)c3ccc4c(c3)OCO4)C2)n1,*NCC *CCN* *c1cnc(C)nc1C1CCCN(C(=O)c2ccc3c(c2)OCO3)C1,3,22,0,5,3,0,26,7,0,0,0,1,3,2.6827200000000015,113.96860000000004,0.7532420253135312,3.410608650185452,102.60000000000001,-7.6,15
11966,Cc1ccc(C(C)C(=O)N2CCCC(Cn3nnc4c(O)nc(C)nc43)C2)cc1,*c1ccc(C)cc1 *C1CCCN(C(=O)C(*)C)C1 *Cn1nnc2c(O)nc(C)nc21,3,21,0,6,2,0,24,8,0,0,0,1,3,2.58604,108.41780000000004,0.728656465129,3.4492048576996703,97.03,-7.7,15
11989,CCC(C)NC(=O)C1CCCN(c2nnnn2-c2ccccc2)C1,*CCCC *NC(=O)C1CCCN(c2nnnn2-c2ccccc2)C1,2,17,0,6,1,0,20,6,0,0,0,1,2,1.7933999999999992,91.98670000000004,0.9054806621804182,2.9150006951403196,75.94,-7.1,15
11964,CCOc1cccc2c1Oc1nc(-c3cccc(OC)c3)nc([O-])c1C2,*OCC *c1cccc2c1Oc1nc(-c3cccc(OC)c3)nc([O-])c1C2,2,20,0,2,4,0,20,9,0,0,0,0,4,3.321,93.95700000000004,0.552371170324,2.8046996433098137,76.53,-7.5,15
11963,Cc1ccc(NC(C)N)cc1NS(=O)(=O)c1cc([N+](=O)[O-])ccc1C,*NCC *Nc1ccc(C)c(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2C)c1,2,16,0,4,4,1,17,9,0,0,0,0,2,2.7290400000000012,97.09300000000002,0.4107128556867586,2.8023556848227518,127.36000000000001,-7.3,15
11962,CC(N)C(=O)NC(Cc1ccccc1)c1ccc2c(c1)OCCCO2,*NCC *C(=O)NC(Cc1ccccc1)c1ccc2c(c1)OCCCO2,2,20,0,2,3,0,20,7,0,0,0,0,2,2.5951000000000004,96.72810000000005,0.87734845129508,2.816371050403868,73.58000000000001,-7.3,15
